graph_idx,is_complement,base_idx,tau,best_mask_hex,degree_new_vertex,time_s
290,true,145,25,3f3c038ff0c,23,1.7
291,false,146,29,303fcb00f3,19,1.6
292,true,146,29,3cfc030ff0c,22,1.6
293,false,147,28,c3fcf00f3,20,1.7
294,true,147,28,3f3c038ff0c,23,1.6
295,false,148,24,33fcf00f3,20,1.7
296,true,148,24,3fcc030ff0c,22,1.7
297,false,149,22,ffc700f7,20,1.8
298,true,149,22,3ff0038ff08,22,1.8
299,false,150,26,ffc700fb,20,1.7
300,true,150,26,3ff0034ff08,22,1.7
301,false,151,25,ffc700fb,20,1.8
302,true,151,25,3ff0038ff08,22,1.8
303,false,152,21,ffcb00f7,20,1.8
304,true,152,21,3ff0034ff04,22,1.8
305,false,153,25,ffcb00f3,19,1.7
306,true,153,25,3ff0034ff0c,23,1.7
307,false,154,24,ffcf00f3,20,1.8
308,true,154,24,3ff0034ff0c,23,1.7
309,false,155,38,26d525aae3,20,1.6
310,true,155,38,3d92ada551c,22,1.6
311,false,156,37,266b25aae3,20,1.6
312,true,156,37,3d994da551c,22,1.6
313,false,157,43,1aec0fa5a5,20,1.5
314,true,157,43,3e513f05a5a,22,1.5
315,false,158,40,e760f65a5,20,1.6
316,true,158,40,3f189f09a5a,22,1.6
317,false,159,39,5eb5f2c45,20,1.6
318,true,159,39,3fa14e28e3a,22,1.6
319,false,160,37,9db5e7125,20,1.6
320,true,160,37,3f624e5135a,22,1.6
321,false,161,37,6ed8ceca5,20,1.6
322,true,161,37,3f91273135a,22,1.6
323,false,162,40,edb0769a5,20,1.6
324,true,162,40,3f124f8965a,22,1.6
325,false,163,39,76d8769a5,20,1.6
326,true,163,39,3f89278965a,22,1.6
327,false,164,43,1db60769a5,20,1.5
328,true,164,43,3e249f8965a,22,1.5
329,false,165,31,3b6cf4a25,19,1.6
330,true,165,31,3fc4920b7da,23,1.6
331,false,166,33,76d8f48a5,19,1.6
332,true,166,33,3f89270b6da,23,1.6
333,false,167,32,f033313333,19,1.6
334,true,167,32,30fcccecccc,23,1.6
335,false,168,22,3c03cc3337,19,1.8
336,true,168,22,3c3fc33ccc4,23,1.8
337,false,169,21,f03cc3337,19,1.8
338,true,169,21,3f0fc33ccc0,22,1.8
339,false,170,29,f00ccc333b,19,1.7
340,true,170,29,30ff333ccc4,23,1.7
341,false,171,26,219728989bf,21,1.7
342,true,171,26,1e68d767640,21,1.7
343,false,172,11,20c76880eff,21,1.8
344,true,172,11,1f38977e100,20,1.8
345,false,173,10,17b1a06ff,20,1.9
346,true,173,10,3fe84e5f900,22,1.8
