graph_idx,ev_1,ev_2,ev_3,ev_4,ev_5,ev_6,ev_7,ev_8,ev_9,ev_10,ev_11,ev_12,ev_13,ev_14,ev_15,ev_16,ev_17,ev_18,ev_19,ev_20,ev_21,ev_22,ev_23,ev_24,ev_25,ev_26,ev_27,ev_28,ev_29,ev_30,ev_31,ev_32,ev_33,ev_34,ev_35,ev_36,ev_37,ev_38,ev_39,ev_40,ev_41,ev_42
186,20.37144936,5.46833838,5.15013557,4.71482321,4.45407657,3.58891631,3.42315179,3.29467822,3.05470796,2.90521151,2.63991396,2.20633252,2.10572382,1.10249366,0.85307881,0.60562139,0.47527200,0.37398164,0.09909731,0.01145649,-0.18481708,-0.32519260,-0.67422571,-0.90736922,-1.07134715,-1.41808203,-1.84273026,-2.41831468,-2.63857044,-2.91405045,-3.23258459,-3.29723255,-3.52875427,-3.69096190,-3.98895682,-4.16257938,-4.36529971,-4.66783735,-4.85552707,-5.18368272,-5.19412613,-6.33621835
187,20.42361091,5.51638782,5.15143757,4.57031063,4.38569021,3.65209131,3.39952659,3.37646250,3.30443482,2.77320143,2.26929265,2.06721890,1.97751434,1.11317426,0.96699959,0.70937726,0.54372357,0.40333164,0.35847383,-0.02239429,-0.08185301,-0.15437758,-0.64322063,-0.89998858,-1.10587487,-1.57414251,-1.88642271,-2.22780597,-2.60875369,-3.17519056,-3.23015129,-3.35443078,-3.58839963,-3.67368830,-3.92620122,-4.13285582,-4.45360961,-4.61700089,-4.84692320,-5.09863672,-5.22086434,-6.43947361
188,20.36647529,5.35158880,5.27518430,4.75823657,4.38141277,3.59588440,3.53786657,3.15297999,3.07433514,2.95285289,2.65850247,2.15426329,2.07853341,1.22564598,1.02671183,0.58871452,0.23087348,0.22088716,0.13559354,0.02298092,-0.16114490,-0.27190597,-0.66652226,-0.85443184,-1.08658529,-1.35574843,-1.95188974,-2.41125238,-2.76897464,-2.81130834,-3.12349327,-3.46395210,-3.50648081,-3.59501240,-3.95283097,-4.15620802,-4.39555541,-4.47083220,-5.02545206,-5.21213083,-5.26287547,-6.28493598
189,20.32540475,5.51316987,5.47471016,4.50048235,4.46081862,3.68749849,3.55605008,3.20670519,3.05928300,2.89625406,2.60564465,2.08515755,1.96323076,1.04912402,0.87797746,0.55615457,0.43268136,0.34503311,0.07309627,-0.01998751,-0.10386181,-0.12802468,-0.66035115,-0.69677394,-1.37271185,-1.46550950,-2.10410226,-2.25700171,-2.60070575,-3.06196236,-3.23067812,-3.32806984,-3.53505345,-3.65960790,-4.00615166,-4.08341036,-4.25968058,-4.61170004,-4.92890792,-5.05432144,-5.27305219,-6.22685030
190,20.47156380,5.46539931,5.18253601,4.54730937,4.42613802,3.65024003,3.46707667,3.31270938,3.21720768,2.75220354,2.40896728,2.06714467,1.98463360,1.01735153,0.94350470,0.71491726,0.53386618,0.37651962,0.26624098,-0.01618469,-0.08620375,-0.15419931,-0.68800527,-0.82520945,-1.02934718,-1.62155594,-1.76064330,-2.24922715,-2.52808232,-3.17458471,-3.21747216,-3.34312737,-3.53818487,-3.62010725,-3.89086388,-4.19836132,-4.50461030,-4.67358041,-4.83891591,-5.13573006,-5.22268915,-6.48864389
191,20.37493951,5.52649369,5.47983059,4.48152941,4.45686394,3.75135073,3.51294592,3.26771887,3.25454867,2.68182621,2.56566574,2.08165863,1.91023359,0.93789766,0.85893761,0.52949139,0.39831069,0.33032433,0.11146054,-0.02386934,-0.03951042,-0.17312254,-0.52177575,-0.69511732,-1.35197529,-1.54098059,-2.09559731,-2.34441793,-2.37738824,-3.14318963,-3.26393177,-3.26476469,-3.45672491,-3.73552486,-3.82266448,-4.08272829,-4.46595877,-4.65574676,-4.85135406,-5.08948820,-5.28468758,-6.23150900
192,20.32714453,5.48057267,5.47181763,4.58373613,4.47855386,3.75814947,3.33250287,3.29768560,3.24425828,2.69282034,2.53656330,2.16609305,1.89572125,1.11380998,0.85157597,0.52794656,0.41702608,0.32463218,0.16027779,-0.02132493,-0.03958806,-0.15890825,-0.66232811,-0.75787348,-1.42162494,-1.49602091,-2.13908020,-2.35129057,-2.37093186,-3.14243295,-3.22144202,-3.29055026,-3.48436099,-3.60462392,-3.77754725,-4.05702987,-4.57626179,-4.65432618,-4.87996137,-5.01490722,-5.26589489,-6.27257752
193,20.28344698,5.56915632,5.41289721,4.61198934,4.43065365,3.76062367,3.41260613,3.32661701,3.21524575,2.69496517,2.34444241,2.20735901,1.89525318,1.12355065,0.84970301,0.51718824,0.49742439,0.32439463,0.17007230,-0.02131608,-0.02656355,-0.05718559,-0.64781506,-0.90895858,-1.42954933,-1.49210050,-2.14519397,-2.24961959,-2.49494287,-3.07031466,-3.21929252,-3.33598544,-3.58743370,-3.61460696,-3.80327859,-3.92294567,-4.57717554,-4.64735747,-4.93313235,-4.96518453,-5.21756749,-6.28006899
194,20.33168454,5.56887811,5.46406588,4.49083642,4.43444412,3.75224398,3.48593193,3.36724470,3.25308671,2.68581936,2.40049995,2.12110482,1.90731320,0.94716741,0.85829368,0.50314009,0.49742647,0.33032349,0.11317048,-0.02233944,-0.03812445,-0.05608153,-0.67321390,-0.68342116,-1.37488868,-1.53597959,-2.10107146,-2.25744096,-2.48475183,-3.07037104,-3.26386671,-3.32613845,-3.54947417,-3.75495758,-3.78516640,-3.99816264,-4.46626530,-4.64947987,-4.90760288,-5.02156073,-5.25390121,-6.23841536
195,20.41425631,5.35083803,5.15417498,4.70216614,4.38224087,3.60630243,3.46182459,3.42451660,3.31059217,2.75144513,2.19164731,2.15036312,2.05687081,1.14171880,0.98601796,0.70674586,0.58689162,0.41881283,0.37272919,0.07509646,-0.07710568,-0.27979516,-0.64219566,-1.04164398,-1.11603036,-1.58516139,-1.96313279,-2.32036019,-2.62893537,-2.99913919,-3.15518573,-3.40743112,-3.59508691,-3.69297070,-4.03043712,-4.13212981,-4.31079735,-4.55574083,-4.87112583,-5.21454628,-5.25296163,-6.37333813
196,20.46227668,5.29714628,5.18495503,4.68741503,4.43547935,3.60436486,3.43431153,3.38875627,3.27398785,2.73061853,2.29317000,2.17793076,2.06816593,1.05780692,0.93639905,0.71102194,0.57862888,0.39678382,0.29808175,0.08009551,-0.07843100,-0.27668809,-0.68597843,-0.87656719,-1.11690918,-1.63143646,-1.85865020,-2.34511912,-2.53409223,-2.99045574,-3.15169741,-3.40778439,-3.53587185,-3.62663255,-4.01892155,-4.14197528,-4.45085580,-4.58680668,-4.86256024,-5.22764182,-5.27239370,-6.41992706
197,20.36366829,5.35434850,5.05937179,4.80063468,4.32781799,3.85599097,3.46010079,3.38764454,3.30138309,2.82298587,2.21977798,2.14512275,1.83376796,1.39842149,0.95430772,0.71534878,0.52145107,0.38292887,0.17469648,0.01634874,-0.06212009,-0.10360840,-0.63091765,-1.14025607,-1.33196116,-1.57241997,-1.97233776,-2.15789690,-2.64727001,-3.05270936,-3.17116817,-3.34197495,-3.41506222,-3.72125590,-4.05708868,-4.13014187,-4.23704503,-4.69451600,-4.93707029,-5.17060813,-5.27413420,-6.27455557
198,20.41659578,5.34813393,5.06038834,4.65938256,4.35123161,3.85583264,3.39668133,3.38037675,3.37966329,2.81047325,2.28164291,2.07917659,1.83395046,1.38622380,1.09966903,0.64699359,0.50802620,0.38372533,0.18831414,0.04087347,-0.06740098,-0.12962615,-0.63194350,-1.06037012,-1.24254076,-1.66942650,-1.88655613,-2.15830219,-2.63092156,-3.14804103,-3.16106321,-3.35039238,-3.44649514,-3.68680464,-3.91864499,-4.16865122,-4.37197435,-4.69445618,-4.92326936,-5.17285900,-5.22810875,-6.35950688
199,20.46947726,5.34664938,5.06100921,4.55510461,4.39244523,3.72056099,3.46510581,3.39485165,3.36813486,2.80177377,2.29359916,2.07888631,1.92874968,1.26194866,1.15568454,0.55852995,0.47878212,0.39664045,0.30389275,0.04308202,-0.07009169,-0.22220904,-0.63934289,-0.83279688,-1.20707339,-1.67627720,-1.88654610,-2.16208648,-2.59757080,-3.13380033,-3.18067404,-3.43497391,-3.46235232,-3.65645300,-3.87211676,-4.17849496,-4.48658911,-4.65292696,-4.87724985,-5.18800369,-5.20194953,-6.45532952
200,20.41683748,5.35378346,5.05993277,4.69346158,4.37022220,3.72305699,3.46047212,3.45640720,3.31169542,2.81115294,2.21821650,2.16064823,1.92673013,1.28698491,1.01326137,0.62812989,0.47900261,0.39607848,0.30227961,0.02752476,-0.06217718,-0.19495469,-0.63710127,-1.00729529,-1.22438737,-1.58760957,-1.96702628,-2.16189996,-2.62137341,-3.11066691,-3.14522943,-3.40983337,-3.43880060,-3.67672397,-4.01501824,-4.13027409,-4.33681645,-4.65726931,-4.90087835,-5.19403473,-5.23048094,-6.38602727
201,20.41178146,5.29964274,5.10135759,4.78122569,4.37340598,3.84530711,3.39833312,3.36888237,3.28563768,2.80651341,2.26851776,2.21833412,1.86617828,1.35345783,0.97732739,0.60134715,0.42144849,0.39462430,0.17736424,0.01714878,-0.06370253,-0.10408448,-0.67903362,-0.97822559,-1.33190877,-1.61822731,-1.86241662,-2.19671315,-2.55188894,-3.05476733,-3.12758769,-3.34768131,-3.41533843,-3.62630507,-4.04284758,-4.13566474,-4.46209540,-4.63544756,-4.92443138,-5.20618026,-5.27386207,-6.32942566
202,20.46445326,5.29452826,5.10194358,4.62319421,4.39556873,3.84479384,3.45933433,3.38456749,3.23218542,2.79113916,2.40689097,2.07749167,1.86861302,1.34356026,1.13122864,0.52319160,0.39894262,0.39502401,0.19125274,0.04172397,-0.06965273,-0.13494318,-0.68611944,-0.94722107,-1.20524120,-1.70008109,-1.76144714,-2.19731361,-2.54558084,-3.11237411,-3.14862212,-3.35723582,-3.44674890,-3.61195913,-3.88279297,-4.23641957,-4.52659087,-4.63544430,-4.91103818,-5.20774165,-5.22750179,-6.41755803
203,20.46494045,5.29834421,5.10141847,4.67070923,4.41893676,3.71894530,3.46102317,3.38889850,3.27769252,2.79639875,2.28852510,2.21673597,1.93971754,1.21050782,1.02329702,0.58489329,0.39948142,0.33608838,0.32568770,0.02787180,-0.06399737,-0.19726769,-0.68164259,-0.86187931,-1.19240897,-1.63191396,-1.85868091,-2.20095614,-2.52271517,-3.10652023,-3.11263194,-3.41059826,-3.44884678,-3.56989064,-4.00720500,-4.13999761,-4.56969042,-4.61432434,-4.87574058,-5.21866681,-5.23043275,-6.43410588
204,20.51732605,5.29192993,5.10202048,4.51250498,4.44005962,3.71827773,3.48029976,3.44670441,3.21691913,2.78436825,2.42112042,2.07717151,1.94854228,1.18861203,1.17202484,0.52182210,0.39987189,0.32729191,0.30673269,0.04370795,-0.07524552,-0.22224355,-0.69034402,-0.75250249,-1.12215590,-1.70665088,-1.76062193,-2.20126363,-2.51147498,-3.08944923,-3.18160800,-3.43804935,-3.47267454,-3.56270688,-3.85020679,-4.23691971,-4.61217836,-4.66240206,-4.84997030,-5.18770276,-5.22397201,-6.50696508
205,20.36381762,5.35020377,5.16922278,4.79757343,4.40291144,3.50965178,3.45167033,3.39026562,3.30515007,2.77616677,2.22263076,2.16962370,2.14454923,1.07643441,0.97090336,0.83327930,0.57931371,0.38053669,0.34856218,0.06695500,-0.06836685,-0.36563390,-0.65278871,-1.06126638,-1.17325017,-1.57565526,-1.96188431,-2.35950109,-2.64483503,-2.98944115,-3.05517305,-3.37278902,-3.67336674,-3.71085624,-4.03898867,-4.13170021,-4.24359570,-4.51863499,-4.93163574,-5.24599089,-5.25691867,-6.27714914
206,20.41674320,5.34363333,5.17094139,4.65691756,4.42204437,3.50750090,3.40599123,3.38002306,3.37286720,2.75454187,2.28178885,2.22255510,2.03539329,1.12316229,1.05035991,0.83343052,0.52447713,0.38227790,0.33269623,0.07172929,-0.08997725,-0.36858622,-0.65430817,-0.94818728,-1.09102321,-1.67248693,-1.88473687,-2.36174797,-2.62492160,-2.97461289,-3.14901720,-3.40650951,-3.65379840,-3.71709391,-3.88791265,-4.17548380,-4.37288443,-4.51720679,-4.91934603,-5.20894149,-5.24846112,-6.36183092
207,20.41194108,5.29647796,5.19642133,4.77736474,4.46640867,3.50913439,3.40543511,3.36986498,3.27394605,2.75315779,2.31835211,2.18892998,2.16893197,0.98322003,0.89611070,0.85541122,0.57664383,0.39040822,0.26976039,0.06950531,-0.07099665,-0.36963179,-0.69938341,-0.95105276,-1.12526320,-1.62716646,-1.85924265,-2.38476719,-2.54501207,-2.97958884,-3.05710681,-3.37570403,-3.52429462,-3.71936651,-4.02309130,-4.13613553,-4.46861215,-4.46868916,-4.92279790,-5.25686555,-5.27938489,-6.33327241
208,20.46461085,5.29106049,5.19765132,4.61932691,4.48431852,3.50730656,3.47005281,3.38512030,3.22245439,2.72750763,2.41709987,2.23356790,2.03417434,1.14232638,0.87361011,0.85563995,0.52081892,0.39191609,0.23518548,0.07405174,-0.09940906,-0.37130597,-0.70742205,-0.94495581,-0.95281906,-1.70818738,-1.76078839,-2.38776180,-2.53569821,-2.96017381,-3.14950958,-3.41190805,-3.52128718,-3.72351522,-3.85448745,-4.23941519,-4.46697902,-4.53059535,-4.91022834,-5.20893846,-5.28139693,-6.42101825
209,20.41152726,5.35222185,5.12850409,4.73406487,4.33105419,3.74442201,3.47615621,3.45999349,3.30488758,2.71490270,2.16251683,2.15528654,1.86948838,1.28122828,0.99431661,0.70149067,0.51645467,0.45038190,0.30981556,0.07996820,-0.07917825,-0.11281870,-0.63139191,-0.99922163,-1.32469817,-1.57596056,-1.97073056,-2.26317112,-2.63192655,-3.08905366,-3.14317702,-3.34301966,-3.53852332,-3.71895046,-4.05213652,-4.13153468,-4.31279405,-4.57929921,-4.87405978,-5.17770782,-5.27130999,-6.35801827
210,20.46421405,5.34691502,5.12942387,4.59194459,4.35399616,3.74395580,3.47617295,3.39089281,3.37885318,2.69869816,2.29275738,2.01584936,1.87049599,1.27606249,1.12257037,0.62583301,0.50653322,0.47094147,0.34033717,0.08832979,-0.09463371,-0.13017454,-0.63225981,-0.96886794,-1.18984082,-1.66994450,-1.88382771,-2.26912601,-2.61697308,-3.07767917,-3.19912342,-3.35393154,-3.57410016,-3.68507542,-3.91806788,-4.17171522,-4.48087436,-4.57558691,-4.85762541,-5.17842688,-5.22658768,-6.43033467
211,20.46445323,5.35149675,5.12905251,4.60205298,4.37225756,3.63656069,3.54521415,3.45633522,3.31172978,2.70038845,2.16439046,2.16250476,1.97842627,1.18892715,1.03887741,0.61390870,0.51502187,0.45833963,0.39580772,0.08203146,-0.08025318,-0.21640906,-0.63869528,-0.90574260,-1.16472929,-1.58964441,-1.96548555,-2.27755182,-2.60850813,-3.06216790,-3.18696066,-3.42914567,-3.54455477,-3.67630793,-4.00767676,-4.13158830,-4.40328218,-4.56844780,-4.80913318,-5.20140190,-5.22906327,-6.47102709
212,20.51685606,5.34530895,5.13002344,4.45896705,4.39415327,3.63646052,3.54695117,3.39670397,3.36786681,2.68749480,2.29992091,2.01477402,1.97909099,1.17244190,1.17141276,0.54218844,0.53193302,0.45703226,0.39658842,0.09684828,-0.09677528,-0.23448481,-0.64061210,-0.78322548,-1.10087999,-1.67649521,-1.88380666,-2.28195997,-2.58630349,-3.04936258,-3.22396030,-3.45374961,-3.57493148,-3.65609304,-3.87003414,-4.17877687,-4.56769143,-4.58502656,-4.77542672,-5.18765875,-5.20619918,-6.52956336
213,20.45945500,5.29903950,5.16657739,4.71717007,4.37916950,3.73357074,3.47691965,3.38184188,3.28557882,2.69330282,2.27072522,2.16215573,1.91050201,1.21124385,1.01388306,0.60126814,0.45200625,0.41935549,0.31730747,0.08745178,-0.08048635,-0.11308943,-0.68121147,-0.83109143,-1.32367908,-1.61869896,-1.86241651,-2.29195314,-2.54231739,-3.06912851,-3.14390663,-3.34841560,-3.53852738,-3.60824147,-4.04096825,-4.14334779,-4.49548219,-4.53811574,-4.87180105,-5.22276388,-5.27071335,-6.40216878
214,20.51188904,5.29435288,5.16713004,4.56011059,4.40074436,3.72926111,3.47845157,3.45613629,3.23158787,2.67447596,2.41099290,2.01516581,1.91221700,1.20882474,1.15175414,0.52305121,0.47177023,0.39548141,0.34856583,0.09464866,-0.09654072,-0.13521464,-0.68755649,-0.82041457,-1.17923031,-1.70016298,-1.76144709,-2.29881365,-2.53650765,-3.05368290,-3.19927391,-3.36078258,-3.57527507,-3.59659171,-3.88259317,-4.24020280,-4.49210620,-4.63717906,-4.85611408,-5.22280289,-5.22561239,-6.47850679
215,20.51237155,5.29759977,5.16666870,4.58174791,4.42329089,3.63303265,3.54524859,3.38917525,3.27718479,2.68030116,2.28860487,2.16214722,1.99606981,1.07732182,1.04847114,0.58436022,0.51993502,0.39764840,0.32890222,0.09276739,-0.08115357,-0.21844084,-0.68500928,-0.72072408,-1.15749039,-1.63198097,-1.85868068,-2.30654576,-2.51507746,-3.04456142,-3.18791056,-3.43868824,-3.54500356,-3.55804776,-4.00280009,-4.14532005,-4.49260652,-4.63868169,-4.80137670,-5.22888650,-5.23423205,-6.50963120
216,20.51468550,5.29167267,5.18418195,4.54815643,4.43579328,3.60421566,3.46670537,3.43293553,3.21858945,2.71056541,2.41757261,2.12168004,2.00099368,1.17490673,0.95297897,0.71477953,0.52122059,0.39729275,0.26762000,0.08751946,-0.10340202,-0.28287064,-0.69143755,-0.82989275,-0.99203095,-1.70841311,-1.76064076,-2.34750255,-2.52564357,-2.98026112,-3.20255194,-3.45004552,-3.53276458,-3.63459691,-3.85728600,-4.24018646,-4.46033925,-4.67216541,-4.84010773,-5.19140823,-5.26614725,-6.49437130
217,20.46691865,5.34452472,5.15362649,4.56807467,4.39703124,3.60664476,3.43444554,3.39868528,3.36730983,2.73449470,2.29149767,2.10994191,1.99299014,1.17401438,1.07444520,0.70949242,0.52903988,0.41517820,0.36962713,0.08315981,-0.09703516,-0.28779181,-0.64331231,-0.90206873,-1.06829872,-1.67548678,-1.88415671,-2.32195584,-2.60909222,-2.99506446,-3.20445384,-3.44762507,-3.60138481,-3.67485916,-3.88740796,-4.17696398,-4.44379683,-4.58087948,-4.84871972,-5.19023617,-5.23653537,-6.44401752
218,20.41609523,5.41665410,5.23204176,4.75768585,4.45832755,3.62536118,3.56178692,3.23062187,3.09186325,2.82809901,2.42961041,2.16177049,2.02974164,0.93388570,0.86924584,0.76126486,0.44814919,0.28790781,0.11299658,0.04941666,-0.11073840,-0.19191591,-0.65214473,-0.69059384,-1.13807740,-1.54798401,-1.84877872,-2.34635971,-2.64480874,-3.08673335,-3.11859060,-3.27126691,-3.45775825,-3.76757716,-4.06143618,-4.24399753,-4.40769672,-4.62527593,-4.68534386,-5.19392180,-5.26150945,-6.35001673
219,20.42114141,5.50380267,5.18231928,4.65858797,4.40797635,3.65806460,3.48969753,3.25989311,3.14016251,2.84209500,2.35187915,2.20272596,1.99366585,0.96683703,0.81893935,0.71257206,0.47828357,0.41503557,0.19763505,0.06787041,-0.09573824,-0.13945809,-0.66515441,-0.84038954,-1.09775706,-1.48346728,-1.85249233,-2.28938847,-2.67918740,-3.13480005,-3.19374055,-3.25833338,-3.52771814,-3.69104826,-4.03466063,-4.07894174,-4.53219966,-4.66972685,-4.69331660,-5.14570184,-5.24436113,-6.42160276
220,20.37068308,5.50413758,5.19055929,4.76806872,4.41697252,3.56463613,3.48686183,3.23062719,3.10214464,2.86989838,2.37089502,2.22449917,2.10380260,0.93924500,0.87987032,0.75284866,0.44320670,0.38725175,0.16592820,0.06361503,-0.09302050,-0.19192938,-0.66556923,-0.91581781,-1.13958020,-1.48019223,-1.85556889,-2.31285546,-2.70190812,-3.04994305,-3.13961675,-3.25453218,-3.53567955,-3.75140390,-4.03438715,-4.12126816,-4.41672761,-4.66095255,-4.76428640,-5.15466179,-5.26557361,-6.33027729
221,20.32744392,5.61593580,5.13415238,4.80099055,4.41270909,3.74013380,3.38228595,3.25618770,3.09740963,2.86395426,2.49975671,2.19835266,1.96331098,0.95968496,0.78769477,0.55385944,0.48229518,0.36584564,0.07260692,0.01373363,-0.09657788,-0.13252945,-0.66306456,-0.96375911,-1.13407322,-1.33554561,-1.88071368,-2.29565749,-2.62254522,-3.08117539,-3.18384275,-3.26268395,-3.50634254,-3.65682193,-4.00866913,-4.10393547,-4.41999848,-4.67617328,-4.83684544,-5.05589391,-5.25171210,-6.35978340
222,20.27909780,5.64638284,5.12825562,4.82075417,4.35658384,3.74477888,3.32762666,3.28588372,3.18865472,2.86462551,2.38014419,2.18395104,1.94453972,1.15892287,0.78409738,0.55968080,0.48601846,0.37036817,0.09060812,0.00832702,-0.07602794,-0.13253101,-0.62738328,-1.07914872,-1.16786197,-1.26577195,-1.97576563,-2.24597552,-2.69873261,-3.08111487,-3.17970082,-3.28866164,-3.52615692,-3.70973351,-3.97469435,-4.10143777,-4.28749158,-4.67530329,-4.91544592,-5.03214392,-5.24957840,-6.31863990
223,20.37847429,5.61433883,5.13154235,4.65217607,4.40968199,3.73999766,3.42356556,3.25235639,3.06010741,2.87184916,2.63540904,2.11874726,1.96368350,1.01095503,0.84244388,0.55583691,0.47821776,0.39024915,0.06202532,-0.00626904,-0.12675279,-0.19207701,-0.66122611,-0.93774927,-0.98332578,-1.37742170,-1.83977395,-2.30019043,-2.61456928,-3.17425049,-3.17885060,-3.30095941,-3.50647169,-3.65900262,-3.97080702,-4.10009358,-4.48705558,-4.67886961,-4.81693839,-5.06158886,-5.19734692,-6.42006742
224,20.33049583,5.64343229,5.12225452,4.68128428,4.36691716,3.74469622,3.35616906,3.28102994,3.16109965,2.86733083,2.49393297,2.12034539,1.94353919,1.16245514,0.87152785,0.55331903,0.48025103,0.40277189,0.06759653,-0.01102542,-0.12157368,-0.14107122,-0.62338372,-0.95291255,-1.09427377,-1.32960257,-1.94646445,-2.24741707,-2.68813126,-3.16853299,-3.17947515,-3.31603672,-3.52923181,-3.70954661,-3.95940997,-4.07380887,-4.37267627,-4.67808221,-4.89415031,-5.03825974,-5.19820959,-6.37717284
225,20.32771143,5.64060240,5.13325796,4.68624133,4.34492804,3.74702092,3.48383091,3.28687000,3.19748395,2.86330729,2.22948244,2.18872519,1.94665986,1.20383026,0.75939424,0.56220014,0.48154627,0.41292053,0.15455294,0.03504110,-0.06658947,-0.13252973,-0.63037942,-1.01959042,-1.12608662,-1.30669047,-2.01992166,-2.24562807,-2.77261490,-3.05417225,-3.18514660,-3.27305407,-3.57523052,-3.70624168,-3.95616195,-4.11346447,-4.33086223,-4.67661740,-4.87171884,-4.99778114,-5.25422928,-6.37089601
226,20.27727722,5.51365108,5.46123738,4.54852234,4.48756212,3.69432850,3.39038397,3.18741210,3.05831344,2.90245235,2.58726018,2.17966949,1.96426607,1.10420053,0.95582000,0.64731331,0.42679109,0.34491584,0.07423828,-0.02081531,-0.11478507,-0.13740215,-0.66232296,-0.89590836,-1.39472489,-1.39620528,-2.11205733,-2.24280614,-2.61124078,-3.07647680,-3.24704044,-3.29494755,-3.53195584,-3.65382910,-3.90903645,-4.07110771,-4.35922603,-4.62298001,-4.93503210,-5.00315940,-5.26384575,-6.24870986
227,20.27654680,5.61611079,5.14465158,4.88578947,4.43580296,3.67775650,3.38122943,3.21074794,3.05262675,2.88980020,2.50419319,2.22132494,2.08601888,0.96963847,0.86787862,0.53721522,0.37937272,0.32140195,0.11418191,0.00505532,-0.09975724,-0.17166134,-0.67135850,-0.95960661,-1.21806576,-1.34273639,-1.88185113,-2.32196768,-2.63962659,-2.98250966,-3.16646841,-3.27254066,-3.52461616,-3.66494439,-4.04899853,-4.12718430,-4.33264768,-4.67269775,-4.89289253,-5.06024700,-5.26598142,-6.25898392
228,20.22809591,5.64605613,5.13447189,4.92596827,4.36302804,3.68165218,3.32874730,3.26845254,3.11195322,2.89014293,2.37170832,2.20527016,2.08164541,1.15264503,0.88553994,0.53824773,0.39125653,0.31097859,0.12508819,0.00587992,-0.07770684,-0.16848434,-0.62939186,-1.03034678,-1.25315155,-1.30722221,-1.97634064,-2.27433056,-2.70564042,-2.99254567,-3.16477979,-3.30254572,-3.55924414,-3.68903621,-4.03094408,-4.09296547,-4.25784832,-4.67794844,-4.96079728,-5.02027171,-5.26591080,-6.20937536
229,20.38126863,5.64020474,5.12850543,4.54472156,4.35422850,3.74681315,3.47556891,3.28975921,3.17858504,2.86408998,2.32998027,2.11358948,1.94670266,1.16980008,0.90429223,0.55324909,0.47712798,0.45034603,0.10249460,0.02800480,-0.08570779,-0.13209753,-0.62935325,-0.85419346,-1.10151306,-1.37080366,-1.98834148,-2.24554913,-2.74977619,-3.15542976,-3.18038421,-3.28167251,-3.57949485,-3.70812977,-3.95644638,-3.97670441,-4.50357236,-4.67530377,-4.85220304,-5.00198882,-5.20706530,-6.44360160
230,20.37113633,5.48273479,5.11178640,4.70429628,4.37723560,3.66569187,3.46425824,3.39184317,3.28686742,2.83369495,2.20105722,2.13967126,2.04023906,1.15123420,0.84146465,0.66637652,0.57116227,0.38974426,0.25262944,0.07471397,-0.03044212,-0.27630258,-0.63674013,-1.05698025,-1.12369006,-1.43341969,-2.08492109,-2.32054760,-2.64268051,-3.01526156,-3.11884351,-3.29783713,-3.58536799,-3.69424404,-4.07455889,-4.09232774,-4.27065742,-4.61019782,-4.92837831,-5.10751312,-5.24938393,-6.36754241
231,20.41931146,5.42923852,5.14235252,4.68829176,4.43327766,3.66074727,3.41363074,3.34225127,3.30385700,2.80032541,2.27515393,2.19281440,2.06220468,1.01907580,0.82907822,0.65535579,0.57876048,0.31889298,0.24777280,0.07982767,-0.03813070,-0.27332242,-0.68603169,-0.90401883,-1.12329179,-1.49420380,-1.96714224,-2.34503477,-2.53533717,-3.00072541,-3.10280864,-3.30981413,-3.54684387,-3.62443767,-4.07331647,-4.11426814,-4.42346418,-4.58288364,-4.91623570,-5.16416909,-5.25190513,-6.41483486
232,20.47215188,5.42504568,5.14220817,4.54593366,4.43427888,3.66060032,3.46217169,3.36541137,3.25443233,2.77061046,2.39759897,2.12854196,2.01054085,1.05606766,0.94778866,0.62387456,0.54819921,0.30307210,0.25763719,0.08517952,-0.07240269,-0.27571387,-0.69067252,-0.83138618,-1.03573418,-1.56022764,-1.88519006,-2.34682350,-2.52632818,-3.00225770,-3.17506849,-3.32523407,-3.54095301,-3.63305126,-3.92564704,-4.17218585,-4.49782513,-4.64268121,-4.88276744,-5.16367663,-5.21564860,-6.48986989
233,20.42423475,5.47813485,5.11178605,4.56800048,4.39101482,3.66530478,3.41358480,3.38481982,3.34831175,2.80890755,2.27171834,2.11382625,1.99470059,1.13418777,1.00358733,0.62968015,0.54778063,0.38737184,0.26472296,0.08015985,-0.05472409,-0.28015923,-0.63688394,-0.90634494,-1.09653302,-1.51475956,-2.02569068,-2.32140466,-2.61978403,-3.03281770,-3.17957964,-3.30831204,-3.59795823,-3.67465506,-3.94216670,-4.10408946,-4.44470730,-4.62532364,-4.89504644,-5.11009170,-5.21199881,-6.43880448
234,20.32024676,5.48878873,5.00520428,4.80719032,4.32445987,3.91413229,3.46530353,3.35264692,3.25452615,2.92226010,2.23579297,2.12953972,1.82418502,1.39903984,0.78091603,0.73859642,0.52253022,0.35514607,0.09362845,-0.01734778,-0.09154975,-0.11110426,-0.62609528,-1.14864861,-1.33394807,-1.42534133,-2.08678058,-2.15789549,-2.66320977,-2.97941364,-3.19164506,-3.25300050,-3.41454492,-3.72190941,-4.06854050,-4.10409680,-4.18729168,-4.73627132,-5.01808932,-5.04521992,-5.28247643,-6.26971324
